,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,venue_link,venue_time_zone_id,venue_time_zone_offset,venue_time_zone_tz,HomeTeam,AwayTeam
1153,2013020989,20132014,R,2014-03-13T23:00:00Z,27,6,1,2,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Phoenix
1539,2013020990,20132014,R,2014-03-13T23:00:00Z,7,12,2,4,home win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Buffalo
1901,2013020991,20132014,R,2014-03-13T23:00:00Z,28,29,4,3,away win SO,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,San Jose
1834,2013020992,20132014,R,2014-03-13T23:30:00Z,13,14,4,5,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Florida
1552,2013020993,20132014,R,2014-03-14T00:00:00Z,22,19,2,6,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Edmonton
2005,2013020994,20132014,R,2014-03-14T00:00:00Z,3,30,1,2,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,NY Rangers
1922,2013020995,20132014,R,2014-03-14T02:30:00Z,10,26,3,2,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Toronto
1544,2013020997,20132014,R,2014-03-14T23:00:00Z,23,15,3,4,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Vancouver
1837,2013020996,20132014,R,2014-03-14T23:00:00Z,28,2,4,3,away win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,San Jose
1229,2013020999,20132014,R,2014-03-14T23:30:00Z,1,13,3,5,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,New Jersey
1610,2013020998,20132014,R,2014-03-14T23:30:00Z,22,17,1,2,home win SO,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Edmonton
1795,2013021001,20132014,R,2014-03-15T00:00:00Z,3,52,4,2,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,NY Rangers
1890,2013021000,20132014,R,2014-03-15T00:00:00Z,18,16,3,2,away win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Nashville
1709,2013021002,20132014,R,2014-03-15T00:30:00Z,20,25,4,3,away win SO,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Calgary
2016,2013021003,20132014,R,2014-03-15T01:00:00Z,24,21,6,4,away win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Anaheim
1260,2013021004,20132014,R,2014-03-15T17:00:00Z,12,6,1,5,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Carolina
2044,2013021005,20132014,R,2014-03-15T17:00:00Z,5,4,0,4,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Pittsburgh
1126,2013021007,20132014,R,2014-03-15T23:00:00Z,1,14,0,3,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,New Jersey
1689,2013021006,20132014,R,2014-03-15T23:00:00Z,9,8,4,5,home win OT,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Ottawa
1959,2013021008,20132014,R,2014-03-15T23:00:00Z,7,2,1,4,home win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Buffalo
1275,2013021010,20132014,R,2014-03-16T00:00:00Z,29,30,2,1,away win SO,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Columbus
2127,2013021009,20132014,R,2014-03-16T00:00:00Z,19,18,4,1,away win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,St Louis
1511,2013021011,20132014,R,2014-03-16T02:00:00Z,20,27,2,3,home win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Calgary
1941,2013021012,20132014,R,2014-03-16T02:30:00Z,24,26,2,1,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Anaheim
1056,2013021019,20132014,R,2014-03-16T16:30:00Z,4,5,4,3,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Philadelphia
1124,2013021015,20132014,R,2014-03-16T19:00:00Z,22,12,2,1,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Edmonton
1695,2013021013,20132014,R,2014-03-16T19:00:00Z,23,13,4,3,away win SO,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Vancouver
1968,2013021014,20132014,R,2014-03-16T19:00:00Z,10,15,2,4,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Toronto
1013,2013021016,20132014,R,2014-03-16T20:00:00Z,28,3,1,0,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,San Jose
950,2013021017,20132014,R,2014-03-16T21:00:00Z,21,9,3,1,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Colorado
1764,2013021018,20132014,R,2014-03-16T23:00:00Z,8,7,2,0,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Montreal
1933,2013021020,20132014,R,2014-03-16T23:30:00Z,17,16,1,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Detroit
1571,2013021021,20132014,R,2014-03-17T00:00:00Z,25,52,2,7,home win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Dallas
1450,2013021023,20132014,R,2014-03-17T23:30:00Z,23,14,3,4,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Vancouver
1503,2013021022,20132014,R,2014-03-17T23:30:00Z,30,6,1,4,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Minnesota
1043,2013021024,20132014,R,2014-03-18T00:00:00Z,52,19,1,3,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Winnipeg
1202,2013021025,20132014,R,2014-03-18T02:30:00Z,27,26,4,3,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Phoenix
976,2013021027,20132014,R,2014-03-18T23:00:00Z,30,2,6,0,away win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Minnesota
1057,2013021028,20132014,R,2014-03-18T23:00:00Z,25,5,1,5,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Dallas
1112,2013021026,20132014,R,2014-03-18T23:00:00Z,6,1,4,2,away win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Boston
2054,2013021029,20132014,R,2014-03-18T23:00:00Z,12,29,3,1,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Carolina
1017,2013021032,20132014,R,2014-03-18T23:30:00Z,10,17,2,3,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Toronto
1749,2013021030,20132014,R,2014-03-18T23:30:00Z,21,8,3,6,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Colorado
1791,2013021031,20132014,R,2014-03-18T23:30:00Z,3,9,8,4,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,NY Rangers
2065,2013021033,20132014,R,2014-03-18T23:30:00Z,16,4,2,3,home win OT,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Chicago
1846,2013021034,20132014,R,2014-03-19T01:00:00Z,7,20,1,3,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Buffalo
1807,2013021035,20132014,R,2014-03-19T01:30:00Z,18,22,1,5,home win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Nashville
902,2013021036,20132014,R,2014-03-19T02:00:00Z,15,24,3,2,away win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Washington
1712,2013021037,20132014,R,2014-03-19T02:30:00Z,13,28,3,2,away win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Florida
1199,2013021038,20132014,R,2014-03-19T23:00:00Z,14,10,5,3,away win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Tampa Bay
1357,2013021039,20132014,R,2014-03-20T00:00:00Z,19,16,0,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,St Louis
2109,2013021040,20132014,R,2014-03-20T00:00:00Z,21,52,4,5,home win OT,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Colorado
1925,2013021041,20132014,R,2014-03-20T02:00:00Z,18,23,0,2,home win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Nashville
992,2013021042,20132014,R,2014-03-20T23:00:00Z,30,1,3,4,home win OT,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Minnesota
1207,2013021043,20132014,R,2014-03-20T23:00:00Z,25,4,2,4,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Dallas
1171,2013021046,20132014,R,2014-03-20T23:30:00Z,5,17,4,5,home win OT,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Pittsburgh
1366,2013021044,20132014,R,2014-03-20T23:30:00Z,29,8,3,2,away win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Columbus
1729,2013021045,20132014,R,2014-03-20T23:30:00Z,14,9,5,4,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Tampa Bay
1452,2013021047,20132014,R,2014-03-21T01:30:00Z,7,22,3,1,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Buffalo
1833,2013021048,20132014,R,2014-03-21T02:00:00Z,13,27,1,2,home win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Florida
963,2013021049,20132014,R,2014-03-21T02:30:00Z,15,26,1,2,home win SO,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Washington
1434,2013021050,20132014,R,2014-03-21T02:30:00Z,24,28,2,3,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Anaheim
1106,2013021051,20132014,R,2014-03-21T23:00:00Z,3,29,3,1,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,NY Rangers
1079,2013021052,20132014,R,2014-03-22T00:00:00Z,12,16,2,3,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Carolina
1285,2013021054,20132014,R,2014-03-22T01:00:00Z,18,20,6,5,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Nashville
1675,2013021053,20132014,R,2014-03-22T01:00:00Z,6,21,2,0,away win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Boston
1725,2013021055,20132014,R,2014-03-22T17:00:00Z,19,4,1,4,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,St Louis
2032,2013021056,20132014,R,2014-03-22T17:00:00Z,14,5,3,4,home win OT,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Tampa Bay
1305,2013021057,20132014,R,2014-03-22T18:00:00Z,17,30,3,2,away win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Detroit
1098,2013021058,20132014,R,2014-03-22T19:00:00Z,9,25,1,3,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Ottawa
1173,2013021059,20132014,R,2014-03-22T20:00:00Z,13,26,0,4,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Florida
991,2013021061,20132014,R,2014-03-22T23:00:00Z,3,1,2,0,away win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,NY Rangers
1015,2013021062,20132014,R,2014-03-22T23:00:00Z,12,52,3,2,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Carolina
1786,2013021060,20132014,R,2014-03-22T23:00:00Z,8,10,4,3,away win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Montreal
1949,2013021063,20132014,R,2014-03-23T01:00:00Z,6,27,4,2,away win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Boston
1730,2013021064,20132014,R,2014-03-23T02:00:00Z,20,22,8,1,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Calgary
2037,2013021065,20132014,R,2014-03-23T02:30:00Z,15,28,3,2,away win SO,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Washington
1342,2013021066,20132014,R,2014-03-23T17:00:00Z,29,2,0,2,home win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Columbus
1839,2013021067,20132014,R,2014-03-23T17:00:00Z,19,5,1,0,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,St Louis
1302,2013021069,20132014,R,2014-03-23T23:00:00Z,18,16,2,0,away win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Nashville
1367,2013021068,20132014,R,2014-03-23T23:00:00Z,10,1,2,3,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Toronto
2012,2013021070,20132014,R,2014-03-23T23:30:00Z,30,17,4,3,away win OT,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Minnesota
1130,2013021072,20132014,R,2014-03-24T00:00:00Z,13,24,2,6,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Florida
1609,2013021071,20132014,R,2014-03-24T00:00:00Z,7,23,2,4,home win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Buffalo
1408,2013021074,20132014,R,2014-03-24T23:00:00Z,26,4,3,2,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Los Angeles
2126,2013021073,20132014,R,2014-03-24T23:00:00Z,27,3,3,4,home win OT,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Phoenix
1797,2013021076,20132014,R,2014-03-24T23:30:00Z,9,14,4,3,away win SO,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Ottawa
1938,2013021075,20132014,R,2014-03-24T23:30:00Z,8,6,2,1,away win SO,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Montreal
1411,2013021077,20132014,R,2014-03-25T00:30:00Z,52,25,1,2,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Winnipeg
1714,2013021078,20132014,R,2014-03-25T01:00:00Z,28,20,1,2,home win SO,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,San Jose
952,2013021079,20132014,R,2014-03-25T23:00:00Z,19,10,5,3,away win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,St Louis
1385,2013021081,20132014,R,2014-03-25T23:00:00Z,26,15,5,4,away win SO,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Los Angeles
1923,2013021080,20132014,R,2014-03-25T23:00:00Z,27,5,3,2,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Phoenix
2059,2013021082,20132014,R,2014-03-25T23:00:00Z,2,12,5,4,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,NY Islanders
901,2013021085,20132014,R,2014-03-25T23:30:00Z,17,29,2,4,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Detroit
995,2013021083,20132014,R,2014-03-25T23:30:00Z,7,8,0,2,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Buffalo
1454,2013021084,20132014,R,2014-03-25T23:30:00Z,9,13,2,3,home win SO,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Ottawa
1047,2013021087,20132014,R,2014-03-26T00:00:00Z,21,18,5,4,away win SO,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Colorado
1344,2013021086,20132014,R,2014-03-26T00:00:00Z,25,16,2,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Dallas
1158,2013021088,20132014,R,2014-03-26T01:30:00Z,28,22,5,2,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,San Jose
1556,2013021089,20132014,R,2014-03-26T23:30:00Z,23,30,5,2,away win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Vancouver
1436,2013021090,20132014,R,2014-03-27T00:00:00Z,4,3,1,3,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Philadelphia
1551,2013021091,20132014,R,2014-03-27T02:00:00Z,24,20,3,2,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Anaheim
1083,2013021095,20132014,R,2014-03-27T23:00:00Z,8,17,5,4,away win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Montreal
1632,2013021093,20132014,R,2014-03-27T23:00:00Z,27,1,3,2,away win SO,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Phoenix
1708,2013021092,20132014,R,2014-03-27T23:00:00Z,16,6,0,3,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Chicago
1845,2013021094,20132014,R,2014-03-27T23:00:00Z,26,5,3,2,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Los Angeles
971,2013021096,20132014,R,2014-03-27T23:30:00Z,2,14,2,3,home win SO,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,NY Islanders
1157,2013021097,20132014,R,2014-03-27T23:30:00Z,12,13,3,0,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Carolina
1111,2013021099,20132014,R,2014-03-28T00:00:00Z,7,18,1,6,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Buffalo
1821,2013021098,20132014,R,2014-03-28T00:00:00Z,30,19,1,5,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Minnesota
1373,2013021100,20132014,R,2014-03-28T01:00:00Z,23,21,2,3,home win OT,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Vancouver
1825,2013021101,20132014,R,2014-03-28T02:30:00Z,52,28,4,3,away win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Winnipeg
1744,2013021102,20132014,R,2014-03-28T23:00:00Z,10,4,2,4,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Toronto
1914,2013021103,20132014,R,2014-03-28T23:00:00Z,5,29,2,1,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Pittsburgh
1151,2013021104,20132014,R,2014-03-28T23:30:00Z,16,9,3,5,home win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Chicago
947,2013021105,20132014,R,2014-03-29T00:30:00Z,18,25,3,7,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Nashville
1585,2013021106,20132014,R,2014-03-29T01:00:00Z,3,20,3,4,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,NY Rangers
2069,2013021107,20132014,R,2014-03-29T01:30:00Z,24,22,3,4,home win OT,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Anaheim
1606,2013021108,20132014,R,2014-03-29T16:30:00Z,6,15,4,2,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Boston
1785,2013021109,20132014,R,2014-03-29T19:00:00Z,28,21,2,3,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,San Jose
1014,2013021113,20132014,R,2014-03-29T23:00:00Z,1,2,1,2,home win SO,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,New Jersey
1073,2013021114,20132014,R,2014-03-29T23:00:00Z,29,12,3,2,away win OT,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Columbus
1272,2013021110,20132014,R,2014-03-29T23:00:00Z,14,7,4,3,away win OT,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Tampa Bay
1276,2013021111,20132014,R,2014-03-29T23:00:00Z,17,10,4,2,away win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Detroit
1588,2013021112,20132014,R,2014-03-29T23:00:00Z,8,13,4,1,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Montreal
1844,2013021115,20132014,R,2014-03-30T00:00:00Z,25,19,4,2,away win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Dallas
1792,2013021116,20132014,R,2014-03-30T01:00:00Z,30,27,3,1,away win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Minnesota
1326,2013021117,20132014,R,2014-03-30T02:00:00Z,24,23,5,1,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Anaheim
2114,2013021118,20132014,R,2014-03-30T02:00:00Z,52,26,2,4,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Winnipeg
1292,2013021121,20132014,R,2014-03-30T16:30:00Z,6,4,4,3,away win SO,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Boston
930,2013021119,20132014,R,2014-03-30T21:00:00Z,20,9,3,6,home win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Calgary
1206,2013021120,20132014,R,2014-03-30T21:00:00Z,14,17,2,3,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Tampa Bay
1062,2013021122,20132014,R,2014-03-30T23:30:00Z,16,5,1,4,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Chicago
2084,2013021123,20132014,R,2014-03-31T00:00:00Z,15,18,3,4,home win SO,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,Washington
2098,2013021124,20132014,R,2014-03-31T00:00:00Z,3,22,5,0,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,NY Rangers
1008,2013021125,20132014,R,2014-03-31T23:30:00Z,12,9,1,2,home win SO,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Carolina
1826,2013021126,20132014,R,2014-03-31T23:30:00Z,13,1,3,6,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Florida
951,2013021128,20132014,R,2014-04-01T02:00:00Z,30,26,3,2,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Minnesota
1657,2013021127,20132014,R,2014-04-01T02:00:00Z,52,24,4,5,home win OT,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Winnipeg
1182,2013021133,20132014,R,2014-04-01T23:00:00Z,25,15,5,0,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Dallas
1320,2013021132,20132014,R,2014-04-01T23:00:00Z,12,5,4,1,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Carolina
1364,2013021134,20132014,R,2014-04-01T23:00:00Z,21,29,3,2,away win OT,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Colorado
1590,2013021131,20132014,R,2014-04-01T23:00:00Z,13,2,2,4,home win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Florida
1611,2013021130,20132014,R,2014-04-01T23:00:00Z,20,10,2,3,home win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Calgary
1766,2013021129,20132014,R,2014-04-01T23:00:00Z,1,7,2,3,home win SO,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,New Jersey
2076,2013021135,20132014,R,2014-04-01T23:30:00Z,8,14,1,3,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Montreal
1372,2013021136,20132014,R,2014-04-02T00:00:00Z,4,19,0,1,home win SO,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Philadelphia
998,2013021137,20132014,R,2014-04-02T02:00:00Z,3,23,3,1,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,NY Rangers
1770,2013021138,20132014,R,2014-04-02T02:00:00Z,52,27,2,1,away win SO,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Winnipeg
1907,2013021139,20132014,R,2014-04-02T02:30:00Z,22,28,4,5,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Edmonton
1250,2013021140,20132014,R,2014-04-02T23:00:00Z,2,9,2,1,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,NY Islanders
1200,2013021141,20132014,R,2014-04-03T00:00:00Z,6,17,2,3,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Boston
1985,2013021142,20132014,R,2014-04-03T02:00:00Z,22,24,2,3,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Edmonton
1554,2013021143,20132014,R,2014-04-03T02:30:00Z,27,26,0,4,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Phoenix
1379,2013021145,20132014,R,2014-04-03T23:00:00Z,29,4,2,0,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Columbus
